lot_name,lot_date,wafer_id,die_id,vdd_core,junction_temp,leakage_current,ring_oscillator_speed,thermal_resistance,ir_drop_estimate,silicon_lot_id,fmax_predicted,pass_fail,bin
LOT-2423,2024-07-19,W14,D006,0.806,98.0,9.91,925.7,17.66,45.15,3,1168.1196284279933,FAIL,BIN4-Low
LOT-2423,2024-07-19,W14,D007,0.834,81.9,56.3,1085.1,20.76,18.88,3,1439.0065463218307,PASS,BIN2-Guardband
LOT-2423,2024-07-19,W14,D008,0.866,61.7,30.61,1034.2,26.91,29.24,3,1451.9551556197464,PASS,BIN1-Target
LOT-2423,2024-07-19,W15,D001,0.8,98.6,34.55,1112.0,19.47,22.74,3,1324.1509310756644,PASS,BIN3-Below
LOT-2423,2024-07-19,W15,D002,0.866,94.1,22.56,1148.8,27.22,46.59,3,1402.849224683281,PASS,BIN2-Guardband
LOT-2423,2024-07-19,W15,D003,0.834,106.4,54.21,1074.2,22.83,22.02,3,1357.5509668736509,PASS,BIN2-Guardband
LOT-2423,2024-07-19,W15,D004,0.7,113.4,44.21,800.0,15.04,23.97,3,943.6332791139406,FAIL,BIN5-Reject
LOT-2423,2024-07-19,W15,D005,0.745,111.8,22.63,1284.0,18.73,18.45,3,1288.9520823147573,PASS,BIN3-Below
LOT-2423,2024-07-19,W15,D006,0.86,108.7,45.78,873.1,27.74,26.92,3,1246.1289094146305,FAIL,BIN4-Low
LOT-2423,2024-07-19,W15,D007,0.8,94.0,35.48,1034.5,25.36,32.18,3,1258.2938895727443,PASS,BIN3-Below
LOT-2423,2024-07-19,W15,D008,0.7,50.6,23.56,1200.3,19.91,8.18,3,1323.8428927193029,PASS,BIN3-Below
LOT-2423,2024-07-19,W16,D001,0.848,102.4,8.29,912.8,30.98,41.25,3,1187.9367491242338,FAIL,BIN4-Low
LOT-2423,2024-07-19,W16,D002,0.766,80.9,19.4,1099.6,23.38,44.79,3,1236.816833392336,FAIL,BIN4-Low
LOT-2423,2024-07-19,W16,D003,0.911,69.7,31.92,1292.8,30.96,23.7,3,1664.8454411846535,PASS,BIN0-Premium
LOT-2423,2024-07-19,W16,D004,0.818,84.5,29.04,1072.0,14.38,50.37,3,1336.1634447628505,PASS,BIN3-Below
LOT-2423,2024-07-19,W16,D005,0.842,76.2,48.33,1237.1,27.68,56.26,3,1472.0686686227646,PASS,BIN1-Target
LOT-2423,2024-07-19,W16,D006,0.792,103.0,34.9,1063.0,31.21,52.71,3,1189.0546241651698,FAIL,BIN4-Low
LOT-2423,2024-07-19,W16,D007,0.777,115.3,22.03,1104.4,27.3,20.5,3,1200.4686988053363,FAIL,BIN4-Low
LOT-2423,2024-07-19,W16,D008,0.736,66.3,64.81,1190.4,21.25,22.96,3,1366.6738295060936,PASS,BIN2-Guardband
LOT-2423,2024-07-19,W17,D001,0.743,98.7,60.4,811.1,22.82,37.93,3,1039.2582195457749,FAIL,BIN5-Reject
LOT-2423,2024-07-19,W17,D002,0.758,72.2,61.28,1050.4,28.04,59.83,3,1228.0235474633057,FAIL,BIN4-Low
LOT-2423,2024-07-19,W17,D003,0.879,104.0,34.6,1291.8,22.38,56.27,3,1501.8173595752235,PASS,BIN1-Target
LOT-2423,2024-07-19,W17,D004,0.788,66.3,19.03,1027.2,28.38,34.63,3,1269.099802054515,PASS,BIN3-Below
LOT-2423,2024-07-19,W17,D005,0.822,85.4,37.48,800.0,21.54,25.1,3,1204.2230133067915,FAIL,BIN4-Low
LOT-2423,2024-07-19,W17,D006,0.726,52.6,12.9,1116.5,26.01,50.53,3,1221.2248306270812,FAIL,BIN4-Low
LOT-2423,2024-07-19,W17,D007,0.944,81.0,27.5,972.6,23.59,26.78,3,1517.7850535897685,PASS,BIN1-Target
LOT-2423,2024-07-19,W17,D008,0.806,67.5,47.33,1055.5,23.36,12.73,3,1397.290453841408,PASS,BIN2-Guardband
LOT-2423,2024-07-19,W18,D001,0.785,79.6,29.64,1029.0,34.67,31.56,3,1229.2322958970137,FAIL,BIN4-Low
LOT-2423,2024-07-19,W18,D002,0.829,70.5,53.79,838.2,23.87,36.33,3,1272.58167095056,PASS,BIN3-Below
LOT-2423,2024-07-19,W18,D003,0.704,98.5,33.22,886.9,21.0,44.35,3,978.2825976698258,FAIL,BIN5-Reject
LOT-2423,2024-07-19,W18,D004,0.7,89.2,18.99,1054.4,24.63,32.09,3,1084.4285985992412,FAIL,BIN5-Reject
LOT-2423,2024-07-19,W18,D005,0.771,101.9,35.01,1009.4,21.1,15.41,3,1208.681369501072,FAIL,BIN4-Low
LOT-2423,2024-07-19,W18,D006,0.738,88.9,45.91,1134.6,26.88,19.31,3,1245.8228494981686,FAIL,BIN4-Low
LOT-2423,2024-07-19,W18,D007,0.748,84.3,14.51,1093.6,22.91,22.26,3,1221.3271819010447,FAIL,BIN4-Low
LOT-2423,2024-07-19,W18,D008,0.775,70.0,16.5,1222.3,32.15,41.61,3,1327.8368859508405,PASS,BIN3-Below
LOT-2423,2024-07-19,W19,D001,0.847,114.6,46.37,874.9,15.1,33.85,3,1238.3832260104796,FAIL,BIN4-Low
LOT-2423,2024-07-19,W19,D002,0.857,88.5,10.47,1007.8,27.61,26.96,3,1329.9865832237892,PASS,BIN3-Below
LOT-2423,2024-07-19,W19,D003,0.893,95.0,48.91,874.9,27.25,52.01,3,1309.0548141987238,PASS,BIN3-Below
LOT-2423,2024-07-19,W19,D004,0.761,71.4,29.68,1015.6,35.0,44.07,3,1178.8973170123782,FAIL,BIN4-Low
LOT-2423,2024-07-19,W19,D005,0.7,56.5,19.13,1118.9,23.22,25.22,3,1219.6198903879606,FAIL,BIN4-Low
LOT-2423,2024-07-19,W19,D006,0.828,86.8,32.54,900.8,24.71,43.32,3,1228.9775612562614,FAIL,BIN4-Low
LOT-2423,2024-07-19,W19,D007,0.849,61.6,25.46,1058.7,26.6,38.9,3,1416.608376920104,PASS,BIN2-Guardband
LOT-2423,2024-07-19,W19,D008,0.828,96.8,38.49,828.9,28.22,8.61,3,1208.8319391991313,FAIL,BIN4-Low
LOT-2423,2024-07-19,W20,D001,0.76,125.0,35.33,921.2,19.04,51.61,3,1031.2112070564397,FAIL,BIN5-Reject
LOT-2423,2024-07-19,W20,D002,0.781,104.4,28.66,1090.2,24.44,6.28,3,1264.3974297917316,PASS,BIN3-Below
LOT-2423,2024-07-19,W20,D003,0.703,112.7,26.68,1137.2,19.05,33.65,3,1104.4813032066868,FAIL,BIN4-Low
LOT-2423,2024-07-19,W20,D004,0.724,96.4,19.22,1010.3,21.98,38.16,3,1082.8037779351262,FAIL,BIN5-Reject
LOT-2423,2024-07-19,W20,D005,0.744,68.8,25.82,900.3,16.42,31.64,3,1157.1091857010847,FAIL,BIN4-Low
LOT-2423,2024-07-19,W20,D006,0.747,104.8,16.24,842.9,21.89,17.79,3,1030.3006840118596,FAIL,BIN5-Reject
LOT-2423,2024-07-19,W20,D007,0.85,117.3,24.64,1146.0,27.08,55.84,3,1303.326773693984,PASS,BIN3-Below
LOT-2423,2024-07-19,W20,D008,0.854,97.4,36.24,1091.3,19.4,36.8,3,1393.598335883042,PASS,BIN2-Guardband
LOT-2424,2024-07-21,W01,D001,0.975,63.7,77.2,1318.4,28.8,42.93,4,1857.6855593681212,PASS,BIN0-Premium
LOT-2424,2024-07-21,W01,D002,0.83,116.4,46.21,1017.4,19.57,45.58,4,1271.7521761817782,PASS,BIN3-Below
LOT-2424,2024-07-21,W01,D003,0.898,67.7,57.12,1282.5,24.2,21.2,4,1709.787030301387,PASS,BIN0-Premium
LOT-2424,2024-07-21,W01,D004,0.865,68.1,34.35,1019.3,24.92,33.51,4,1444.3679406070871,PASS,BIN2-Guardband
LOT-2424,2024-07-21,W01,D005,0.906,76.8,43.81,903.9,26.64,21.87,4,1450.9319297013965,PASS,BIN1-Target
LOT-2424,2024-07-21,W01,D006,0.965,78.8,32.72,1199.3,28.83,26.65,4,1701.7128405833853,PASS,BIN0-Premium
LOT-2424,2024-07-21,W01,D007,0.961,78.6,63.79,1071.5,28.53,18.24,4,1669.171200954397,PASS,BIN0-Premium
LOT-2424,2024-07-21,W01,D008,0.838,77.2,53.17,1310.9,27.49,35.53,4,1558.4772079395632,PASS,BIN1-Target
LOT-2424,2024-07-21,W02,D001,1.019,69.0,61.63,1266.5,17.25,25.84,4,1935.3111814307965,PASS,BIN0-Premium
LOT-2424,2024-07-21,W02,D002,0.913,83.2,31.02,923.0,17.91,58.38,4,1416.3652215507582,PASS,BIN2-Guardband
LOT-2424,2024-07-21,W02,D003,0.917,87.0,56.47,1030.5,15.46,33.52,4,1553.130742799755,PASS,BIN1-Target
LOT-2424,2024-07-21,W02,D004,0.892,75.1,36.35,1098.8,31.19,33.56,4,1505.986805341202,PASS,BIN1-Target
LOT-2424,2024-07-21,W02,D005,0.984,80.6,63.37,1098.8,21.11,37.59,4,1715.62310624644,PASS,BIN0-Premium
LOT-2424,2024-07-21,W02,D006,0.898,100.6,56.88,954.0,26.38,29.79,4,1411.393253197624,PASS,BIN2-Guardband
LOT-2424,2024-07-21,W02,D007,1.006,67.8,62.41,1127.2,23.51,40.94,4,1790.8326203501147,PASS,BIN0-Premium
LOT-2424,2024-07-21,W02,D008,0.901,72.3,70.6,800.0,19.36,34.93,4,1426.166977524025,PASS,BIN2-Guardband
LOT-2424,2024-07-21,W03,D001,0.963,69.5,66.6,1009.5,22.39,36.46,4,1653.7912035641584,PASS,BIN0-Premium
LOT-2424,2024-07-21,W03,D002,0.987,73.6,52.03,808.1,26.26,18.77,4,1563.5290939004103,PASS,BIN1-Target
LOT-2424,2024-07-21,W03,D003,0.964,64.5,50.04,1000.4,16.34,43.52,4,1651.1207538457963,PASS,BIN0-Premium
LOT-2424,2024-07-21,W03,D004,0.925,63.7,67.72,1046.3,15.8,28.95,4,1654.5575583491343,PASS,BIN0-Premium
LOT-2424,2024-07-21,W03,D005,0.92,95.2,63.82,1158.5,21.0,24.19,4,1619.9637938748285,PASS,BIN0-Premium
LOT-2424,2024-07-21,W03,D006,0.888,118.4,64.99,900.0,17.41,28.59,4,1355.6445800396891,PASS,BIN2-Guardband
LOT-2424,2024-07-21,W03,D007,0.872,102.8,45.32,896.7,20.45,38.54,4,1316.2474773409235,PASS,BIN3-Below
LOT-2424,2024-07-21,W03,D008,0.891,92.1,42.18,1019.2,20.16,23.17,4,1470.4983127544092,PASS,BIN1-Target
LOT-2424,2024-07-21,W04,D001,0.98,69.8,63.64,1172.6,18.98,27.35,4,1801.6547188879426,PASS,BIN0-Premium
LOT-2424,2024-07-21,W04,D002,0.905,37.7,73.66,886.4,22.21,37.65,4,1562.4954460886943,PASS,BIN1-Target
LOT-2424,2024-07-21,W04,D003,0.907,120.9,33.16,930.5,28.93,28.47,4,1328.5240840404347,PASS,BIN3-Below
LOT-2424,2024-07-21,W04,D004,0.925,81.2,51.75,848.7,24.63,23.96,4,1453.8083674195516,PASS,BIN1-Target
LOT-2424,2024-07-21,W04,D005,0.947,65.7,34.3,1061.7,19.97,35.56,4,1635.8805194379731,PASS,BIN0-Premium
LOT-2424,2024-07-21,W04,D006,1.013,42.3,75.91,1246.5,22.32,12.35,4,2000.8802291022619,PASS,BIN0-Premium
LOT-2424,2024-07-21,W04,D007,0.983,49.9,79.4,949.6,22.35,34.52,4,1721.5141343784207,PASS,BIN0-Premium
LOT-2424,2024-07-21,W04,D008,0.879,93.5,50.38,1027.4,24.1,39.1,4,1424.1706894019924,PASS,BIN2-Guardband
LOT-2424,2024-07-21,W05,D001,0.996,77.3,25.57,987.4,16.43,47.0,4,1634.395502119404,PASS,BIN0-Premium
LOT-2424,2024-07-21,W05,D002,0.962,113.2,48.88,1170.0,26.48,60.0,4,1569.5659298250514,PASS,BIN1-Target
LOT-2424,2024-07-21,W05,D003,0.92,60.5,44.16,1000.1,18.99,39.97,4,1571.6287018650194,PASS,BIN1-Target
LOT-2424,2024-07-21,W05,D004,0.887,65.4,64.53,1141.8,29.64,35.48,4,1582.4989772639478,PASS,BIN1-Target
LOT-2424,2024-07-21,W05,D005,0.959,85.0,43.97,1222.5,29.43,53.7,4,1660.5670759737293,PASS,BIN0-Premium
LOT-2424,2024-07-21,W05,D006,0.881,107.4,65.2,1156.4,28.07,22.43,4,1500.1801641069142,PASS,BIN1-Target
LOT-2424,2024-07-21,W05,D007,0.867,91.6,48.63,860.7,29.62,30.69,4,1301.096812396419,PASS,BIN3-Below
LOT-2424,2024-07-21,W05,D008,0.96,62.8,53.79,1074.1,22.56,29.95,4,1697.610118506719,PASS,BIN0-Premium
LOT-2424,2024-07-21,W06,D001,0.831,91.4,38.93,993.9,25.06,5.0,4,1356.8490464413971,PASS,BIN2-Guardband
LOT-2424,2024-07-21,W06,D002,1.009,27.1,67.97,1077.3,22.72,19.86,4,1908.8433444001423,PASS,BIN0-Premium
LOT-2424,2024-07-21,W06,D003,0.994,82.7,62.36,1213.4,22.26,36.04,4,1794.3917699018484,PASS,BIN0-Premium
LOT-2424,2024-07-21,W06,D004,0.786,80.3,31.13,1233.5,24.84,31.53,4,1398.4654689760714,PASS,BIN2-Guardband
LOT-2424,2024-07-21,W06,D005,0.872,89.7,42.98,895.7,22.41,8.07,4,1384.9207831389842,PASS,BIN2-Guardband
LOT-2424,2024-07-21,W06,D006,0.93,81.4,60.74,1115.7,21.43,30.47,4,1632.7011490416319,PASS,BIN0-Premium
LOT-2424,2024-07-21,W06,D007,0.919,50.8,51.79,1023.4,27.78,45.51,4,1581.776402611755,PASS,BIN1-Target
LOT-2424,2024-07-21,W06,D008,0.89,57.7,70.12,1200.6,21.5,33.81,4,1676.6041806076514,PASS,BIN0-Premium
LOT-2424,2024-07-21,W07,D001,1.008,67.1,67.42,1082.6,15.96,32.91,4,1810.7846310200694,PASS,BIN0-Premium
LOT-2424,2024-07-21,W07,D002,0.969,107.5,54.83,1176.7,29.49,37.68,4,1631.4634868033468,PASS,BIN0-Premium
LOT-2424,2024-07-21,W07,D003,0.865,92.7,65.35,984.0,21.55,29.83,4,1414.5000278995979,PASS,BIN2-Guardband
LOT-2424,2024-07-21,W07,D004,0.93,89.0,52.7,1025.6,18.82,9.34,4,1589.7225915471229,PASS,BIN1-Target
LOT-2424,2024-07-21,W07,D005,0.895,58.6,71.53,1059.6,29.7,47.98,4,1554.4808091505909,PASS,BIN1-Target
LOT-2424,2024-07-21,W07,D006,0.85,79.9,41.39,1159.3,20.45,23.98,4,1507.6887392796398,PASS,BIN1-Target
LOT-2424,2024-07-21,W07,D007,0.827,54.5,37.01,986.0,26.24,30.89,4,1392.9688656189956,PASS,BIN2-Guardband
LOT-2424,2024-07-21,W07,D008,0.918,65.3,76.94,936.5,18.99,16.15,4,1592.5211460340379,PASS,BIN1-Target
LOT-2424,2024-07-21,W08,D001,0.925,108.0,33.63,984.9,16.31,30.45,4,1462.4046890052368,PASS,BIN1-Target
LOT-2424,2024-07-21,W08,D002,0.809,84.9,48.77,800.0,31.51,10.37,4,1201.486522261051,FAIL,BIN4-Low
LOT-2424,2024-07-21,W08,D003,1.046,125.0,52.56,1195.8,20.25,49.64,4,1746.037199009284,PASS,BIN0-Premium
LOT-2424,2024-07-21,W08,D004,0.914,84.8,34.93,996.5,24.38,42.55,4,1466.268058924651,PASS,BIN1-Target
LOT-2424,2024-07-21,W08,D005,0.985,81.3,41.07,1018.9,28.09,34.23,4,1624.8007078013475,PASS,BIN0-Premium
LOT-2424,2024-07-21,W08,D006,0.952,125.0,49.63,1070.1,19.32,27.34,4,1533.8316417706203,PASS,BIN1-Target
LOT-2424,2024-07-21,W08,D007,0.986,73.9,80.0,1000.5,27.59,37.26,4,1677.6471878117613,PASS,BIN0-Premium
LOT-2424,2024-07-21,W08,D008,0.927,93.5,80.0,1073.8,23.64,44.1,4,1567.841225334333,PASS,BIN1-Target
LOT-2424,2024-07-21,W09,D001,1.006,70.9,59.54,1127.0,28.6,38.86,4,1766.8975132311214,PASS,BIN0-Premium
LOT-2424,2024-07-21,W09,D002,0.876,107.5,46.92,1156.9,24.71,27.13,4,1472.7831051329076,PASS,BIN1-Target
LOT-2424,2024-07-21,W09,D003,0.979,51.7,33.43,1092.8,27.46,42.1,4,1713.4103094301456,PASS,BIN0-Premium
LOT-2424,2024-07-21,W09,D004,0.92,59.9,61.46,1079.8,22.21,36.81,4,1636.12008773551,PASS,BIN0-Premium
LOT-2424,2024-07-21,W09,D005,0.894,79.2,51.13,1077.4,20.93,42.71,4,1522.2534231515933,PASS,BIN1-Target
LOT-2424,2024-07-21,W09,D006,0.895,33.6,40.68,917.6,23.45,18.69,4,1558.3562282155667,PASS,BIN1-Target
LOT-2424,2024-07-21,W09,D007,0.924,85.4,43.86,1044.6,26.61,50.21,4,1503.921170466727,PASS,BIN1-Target
LOT-2424,2024-07-21,W09,D008,1.057,125.0,44.84,1158.9,28.29,43.87,4,1718.399366603954,PASS,BIN0-Premium
LOT-2424,2024-07-21,W10,D001,0.912,125.0,46.02,1143.5,21.6,40.16,4,1475.066536190601,PASS,BIN1-Target
LOT-2424,2024-07-21,W10,D002,0.971,54.1,46.96,940.5,19.61,34.04,4,1654.3668008625916,PASS,BIN0-Premium
LOT-2424,2024-07-21,W10,D003,0.921,101.6,47.34,1060.0,23.32,59.16,4,1468.113673350949,PASS,BIN1-Target
LOT-2424,2024-07-21,W10,D004,0.918,91.2,41.98,1163.4,24.61,57.7,4,1542.2989087757305,PASS,BIN1-Target
LOT-2424,2024-07-21,W10,D005,0.869,105.7,74.06,951.1,35.0,21.01,4,1351.4711491023263,PASS,BIN2-Guardband
LOT-2424,2024-07-21,W10,D006,0.814,101.9,34.64,902.0,25.03,36.33,4,1193.3855422204326,FAIL,BIN4-Low
LOT-2424,2024-07-21,W10,D007,0.939,110.1,66.16,1070.7,35.0,41.47,4,1498.375299031,PASS,BIN1-Target
LOT-2424,2024-07-21,W10,D008,0.882,98.5,67.53,1016.0,24.01,35.35,4,1436.5599520456997,PASS,BIN2-Guardband
LOT-2424,2024-07-21,W11,D001,0.899,91.9,57.68,989.2,19.42,37.07,4,1467.6422615424658,PASS,BIN1-Target
LOT-2424,2024-07-21,W11,D002,0.93,93.1,42.88,1103.2,25.3,48.85,4,1535.3446119039622,PASS,BIN1-Target
LOT-2424,2024-07-21,W11,D003,0.939,115.1,74.44,1026.0,29.21,39.36,4,1490.0428784035778,PASS,BIN1-Target
LOT-2424,2024-07-21,W11,D004,0.941,109.7,66.59,987.8,25.41,40.32,4,1485.313378189969,PASS,BIN1-Target
LOT-2424,2024-07-21,W11,D005,0.923,92.1,55.64,994.0,28.8,34.33,4,1486.0045243932966,PASS,BIN1-Target
LOT-2424,2024-07-21,W11,D006,0.84,86.2,34.93,1098.1,21.93,38.73,4,1403.1081624163855,PASS,BIN2-Guardband
LOT-2424,2024-07-21,W11,D007,0.928,70.7,24.75,997.9,15.38,25.31,4,1568.9703979691035,PASS,BIN1-Target
LOT-2424,2024-07-21,W11,D008,0.869,74.5,43.76,1151.4,30.86,35.47,4,1504.4080690476446,PASS,BIN1-Target
LOT-2424,2024-07-21,W12,D001,0.898,25.0,60.98,1001.4,23.8,27.84,4,1644.9024933758803,PASS,BIN0-Premium
LOT-2424,2024-07-21,W12,D002,0.872,97.8,59.19,1103.0,34.29,29.73,4,1438.8820388960326,PASS,BIN2-Guardband
LOT-2424,2024-07-21,W12,D003,0.8,30.5,80.0,1136.0,27.97,33.91,4,1535.4107190234527,PASS,BIN1-Target
LOT-2424,2024-07-21,W12,D004,0.831,75.6,28.07,1174.6,29.79,33.19,4,1434.8920641581703,PASS,BIN2-Guardband
LOT-2424,2024-07-21,W12,D005,0.935,61.8,56.5,1089.5,25.1,45.28,4,1636.796629186914,PASS,BIN0-Premium
LOT-2424,2024-07-21,W12,D006,0.941,67.1,51.23,1227.6,26.16,19.74,4,1745.2099817714695,PASS,BIN0-Premium
LOT-2424,2024-07-21,W12,D007,1.06,55.0,27.43,940.1,20.84,31.41,4,1789.32146834653,PASS,BIN0-Premium
LOT-2424,2024-07-21,W12,D008,0.904,77.8,77.91,990.6,23.05,49.6,4,1507.1421367368778,PASS,BIN1-Target
LOT-2424,2024-07-21,W13,D001,0.947,98.6,69.37,1076.9,16.42,27.87,4,1626.7406844004504,PASS,BIN0-Premium
LOT-2424,2024-07-21,W13,D002,0.879,69.8,35.1,1024.3,26.73,34.11,4,1462.7773535662066,PASS,BIN1-Target
LOT-2424,2024-07-21,W13,D003,0.927,87.6,76.63,1053.9,25.3,47.24,4,1556.9306391382129,PASS,BIN1-Target
LOT-2424,2024-07-21,W13,D004,0.776,89.3,68.82,886.0,19.97,19.83,4,1227.7419208360893,FAIL,BIN4-Low
LOT-2424,2024-07-21,W13,D005,0.907,99.3,70.89,915.4,15.67,57.31,4,1416.7239031249928,PASS,BIN2-Guardband
LOT-2424,2024-07-21,W13,D006,0.974,92.7,35.46,1140.6,18.62,5.2,4,1714.7420587816061,PASS,BIN0-Premium
LOT-2424,2024-07-21,W13,D007,0.96,102.4,65.84,1039.4,27.52,55.36,4,1538.951218906881,PASS,BIN1-Target
LOT-2424,2024-07-21,W13,D008,0.888,99.1,56.95,1104.4,15.39,39.02,4,1507.2103939084568,PASS,BIN1-Target
LOT-2424,2024-07-21,W14,D001,0.906,76.8,44.61,1110.8,25.63,57.24,4,1525.9874872500945,PASS,BIN1-Target
LOT-2424,2024-07-21,W14,D002,0.905,61.0,67.2,1167.5,18.03,5.0,4,1725.6903592741376,PASS,BIN0-Premium
LOT-2424,2024-07-21,W14,D003,0.994,96.5,48.8,1018.2,23.3,33.22,4,1628.0482770670562,PASS,BIN0-Premium
LOT-2424,2024-07-21,W14,D004,0.925,98.1,48.53,1040.7,30.48,33.88,4,1489.4653348936592,PASS,BIN1-Target
LOT-2424,2024-07-21,W14,D005,0.894,70.0,68.68,871.9,15.53,33.85,4,1473.3705996708554,PASS,BIN1-Target
LOT-2424,2024-07-21,W14,D006,0.915,78.2,49.89,985.2,28.6,33.76,4,1495.747525270279,PASS,BIN1-Target
LOT-2424,2024-07-21,W14,D007,0.812,125.0,41.48,1133.9,23.38,44.11,4,1272.059834639659,PASS,BIN3-Below
LOT-2424,2024-07-21,W14,D008,1.011,53.5,68.93,1107.0,26.61,53.87,4,1802.6204812678711,PASS,BIN0-Premium
LOT-2424,2024-07-21,W15,D001,0.855,83.7,40.47,1294.9,23.9,28.63,4,1569.5047605091586,PASS,BIN1-Target
LOT-2424,2024-07-21,W15,D002,0.887,94.4,78.08,943.2,23.68,18.2,4,1451.4803825151605,PASS,BIN1-Target
LOT-2424,2024-07-21,W15,D003,0.948,120.3,59.72,1267.2,20.87,24.63,4,1667.3687933370268,PASS,BIN0-Premium
LOT-2424,2024-07-21,W15,D004,0.891,103.8,68.05,1143.5,21.74,35.73,4,1522.7236101887536,PASS,BIN1-Target
LOT-2424,2024-07-21,W15,D005,0.831,71.6,57.11,839.2,18.14,45.47,4,1296.9930900191307,PASS,BIN3-Below
LOT-2424,2024-07-21,W15,D006,0.88,70.4,33.56,996.9,28.69,60.0,4,1400.3496548207274,PASS,BIN2-Guardband
LOT-2424,2024-07-21,W15,D007,0.94,88.0,44.24,1142.4,22.07,27.9,4,1632.3137244175891,PASS,BIN0-Premium
LOT-2424,2024-07-21,W15,D008,0.888,59.6,48.16,938.0,29.37,39.23,4,1452.868800605717,PASS,BIN1-Target
LOT-2424,2024-07-21,W16,D001,0.857,65.7,29.95,1195.2,31.99,15.5,4,1540.6722461462039,PASS,BIN1-Target
LOT-2424,2024-07-21,W16,D002,0.835,74.8,42.42,1153.7,24.21,49.37,4,1441.9361834332706,PASS,BIN2-Guardband
LOT-2424,2024-07-21,W16,D003,0.949,68.2,41.79,1039.6,21.25,20.57,4,1647.2910642942202,PASS,BIN0-Premium
LOT-2424,2024-07-21,W16,D004,0.872,60.8,22.43,1058.9,32.43,16.59,4,1486.6830856599724,PASS,BIN1-Target
LOT-2424,2024-07-21,W16,D005,0.864,67.8,53.94,1161.9,22.22,46.47,4,1540.9146406607194,PASS,BIN1-Target
LOT-2424,2024-07-21,W16,D006,0.886,69.4,42.96,1115.4,23.35,39.08,4,1543.240698381458,PASS,BIN1-Target
LOT-2424,2024-07-21,W16,D007,0.915,75.6,52.09,1002.2,20.29,29.78,4,1546.610340605949,PASS,BIN1-Target
LOT-2424,2024-07-21,W16,D008,0.919,25.0,71.59,1102.2,28.1,32.53,4,1735.4108030608295,PASS,BIN0-Premium
LOT-2424,2024-07-21,W17,D001,0.922,76.5,52.05,1062.6,19.34,18.86,4,1612.1723743716511,PASS,BIN0-Premium
LOT-2424,2024-07-21,W17,D002,0.869,70.8,66.96,916.5,20.09,31.71,4,1439.926188178551,PASS,BIN2-Guardband
LOT-2424,2024-07-21,W17,D003,0.908,82.0,44.79,922.6,29.7,32.69,4,1428.3184635958276,PASS,BIN2-Guardband
LOT-2424,2024-07-21,W17,D004,0.82,92.2,36.26,1055.1,24.44,60.0,4,1288.5219245204644,PASS,BIN3-Below
LOT-2424,2024-07-21,W17,D005,0.86,93.5,56.21,1204.2,27.86,53.16,4,1469.9044734442798,PASS,BIN1-Target
LOT-2424,2024-07-21,W17,D006,0.95,125.0,28.89,1065.6,21.11,37.99,4,1481.4363533560786,PASS,BIN1-Target
LOT-2424,2024-07-21,W17,D007,0.867,95.5,46.0,1013.3,26.71,36.24,4,1380.0471133294093,PASS,BIN2-Guardband
LOT-2424,2024-07-21,W17,D008,0.911,103.6,68.05,1190.1,28.34,26.18,4,1580.9674574143464,PASS,BIN1-Target
LOT-2424,2024-07-21,W18,D001,0.904,99.4,47.18,1137.5,20.93,40.05,4,1524.8123422875033,PASS,BIN1-Target
LOT-2424,2024-07-21,W18,D002,0.922,95.0,77.12,907.7,25.11,39.79,4,1454.3019295812526,PASS,BIN1-Target
LOT-2424,2024-07-21,W18,D003,1.0,110.1,58.81,941.2,27.19,18.15,4,1581.1461828993101,PASS,BIN1-Target
LOT-2424,2024-07-21,W18,D004,0.904,108.0,44.81,1318.6,35.0,15.48,4,1601.6559015393516,PASS,BIN0-Premium
LOT-2424,2024-07-21,W18,D005,0.93,111.0,44.89,1050.5,20.83,27.59,4,1506.814050714393,PASS,BIN1-Target
LOT-2424,2024-07-21,W18,D006,0.876,67.5,47.66,1006.0,25.65,42.28,4,1458.3746954787891,PASS,BIN1-Target
LOT-2424,2024-07-21,W18,D007,0.871,70.2,37.57,1001.9,21.73,35.61,4,1450.1136194185262,PASS,BIN1-Target
LOT-2424,2024-07-21,W18,D008,0.825,93.9,51.87,1077.1,27.36,17.03,4,1379.8954063589672,PASS,BIN2-Guardband
LOT-2424,2024-07-21,W19,D001,0.848,79.4,47.25,1063.2,28.96,49.85,4,1390.2144473670883,PASS,BIN2-Guardband
LOT-2424,2024-07-21,W19,D002,0.981,82.9,60.96,1105.0,20.31,47.32,4,1693.280661365147,PASS,BIN0-Premium
LOT-2424,2024-07-21,W19,D003,0.909,94.5,45.46,883.2,27.5,22.18,4,1398.4830845615493,PASS,BIN2-Guardband
LOT-2424,2024-07-21,W19,D004,0.931,94.1,54.19,1266.0,16.51,23.49,4,1710.1820035804922,PASS,BIN0-Premium
LOT-2424,2024-07-21,W19,D005,0.927,85.6,75.5,1019.2,23.37,41.94,4,1553.7088044570753,PASS,BIN1-Target
LOT-2424,2024-07-21,W19,D006,0.988,49.9,39.18,810.3,22.28,29.52,4,1607.0187336290053,PASS,BIN0-Premium
LOT-2424,2024-07-21,W19,D007,0.9,92.9,44.59,1101.1,25.71,33.26,4,1504.388962320581,PASS,BIN1-Target
LOT-2424,2024-07-21,W19,D008,0.889,91.2,13.83,1137.3,16.91,52.69,4,1472.0053757810613,PASS,BIN1-Target
